ID	Artist	Title	Link	Origin	Not in use	Voice
250	Majke	Mršavi pas	https://www.youtube.com/watch?v=W730x6O_JI4	EX-YU		
251	Majke	Budi ponosan	https://www.youtube.com/watch?v=x0WfpGg6pV0	EX-YU		
252	Malavizija Band Aid	Kad bi svi	https://www.youtube.com/watch?v=LUTuJxUwbC8	EX-YU		
253	Måneskin	Beggin'	http://www.youtube.com/watch?v=pLfq4A6YxYo	Foreign		
254	Mariah Carey	O Holy Night	http://www.youtube.com/watch?v=9zYS2GVCWRM	Foreign		
255	Marjan Smode	Mrtva reka	https://www.youtube.com/watch?v=98MKZP44wj0	SLO		
256	Marjeta Ramšak	Sreča na vrvici	https://www.youtube.com/watch?v=43zueoS6fCM	SLO		
257	Mark Ronson ft. Amy Winehouse	Valerie	http://www.youtube.com/watch?v=yH2mILMKC-0	Foreign		
258	Maroon 5	Memories	http://www.youtube.com/watch?v=KSr0TJH5m-Q	Foreign		
259	Maroon 5	Sugar	http://www.youtube.com/watch?v=PqX8aA6w4bM	Foreign		
260	Marshmello, Anne Marie	FRIENDS	http://www.youtube.com/watch?v=6ela2HnWEBk	Foreign		
261	Marta Zore	Še si tu	https://www.youtube.com/watch?v=RcOkz2M3XZs	SLO		
262	Meghan Trainor	Dear Future Husband	http://www.youtube.com/watch?v=Ny2EbG0ddx4	Foreign		
263	Meghan Trainor	All About That Bass	http://www.youtube.com/watch?v=m3dSO95AALI	Foreign		
264	Meghan Trainor	NO	http://www.youtube.com/watch?v=Qcc9zdXowPQ	Foreign		
265	Meghan Trainor ft. John Legend	Like I'm Gonna Lose You	http://www.youtube.com/watch?v=mawPX4US1l4	Foreign		
266	Melanie Martinez	Dollhouse	http://www.youtube.com/watch?v=Ic76QuFskME	Foreign		
267	Mena Massoud, Naomi Scott	A Whole New World	http://www.youtube.com/watch?v=4hwpLK7CWVM	Foreign		
268	Mi2	Pojdi z menoj v toplice	https://www.youtube.com/watch?v=7izOu2vj-Ys	SLO		
269	Michael Jackson	Billie Jean	http://www.youtube.com/watch?v=eXqBhDAlVCc	Foreign		
270	Miley Cyrus	The Climb	http://www.youtube.com/watch?v=FL9Hcz85CGw	Foreign		
271	Miley Cyrus	Wrecking Ball	http://www.youtube.com/watch?v=S78RmvtH79Y	Foreign		
272	Miley Cyrus	Angels Like You	http://www.youtube.com/watch?v=H5iZ0PMJa0U	Foreign		
273	Miley Cyrus	Party In The USA	http://www.youtube.com/watch?v=kfa-26JfdDA	Foreign		
274	Miley Cyrus	Flowers	http://www.youtube.com/watch?v=fO4wsNsXtDg	Foreign		
275	Mladi Dolenci	Nocoj je druga rekla mi	https://www.youtube.com/watch?v=kE70uhgHwOg	SLO		
276	Moni Kovačič	Brez Ljubezni MI Živeti Ni	https://www.youtube.com/watch?v=U0dy1pSQFcw	SLO		
277	Monroe Band	Jaz potrebujem več	https://www.youtube.com/watch?v=KbhpmacTB5c	SLO		
278	Naomi Scott	Speechless	http://www.youtube.com/watch?v=wqE5j1TQWVs	Foreign		
279	Napoleon	Vrni Se	https://www.youtube.com/watch?v=z2dEYZmOSKw	SLO		
280	Navihanke	Tvoj SMS	https://www.youtube.com/watch?v=WjTuXTmkgfo	SLO		
281	Neil Diamond	Sweet Caroline	http://www.youtube.com/watch?v=srLoAl1mhFw	Foreign		
282	Neno Belan	Vino noći	https://www.youtube.com/watch?v=-4oCHWkzXtE	EX-YU		
283	Nicki Minaj	Super Bass	http://www.youtube.com/watch?v=20GjgF_3faw	Foreign		
284	Nicki Minaj	Anaconda	http://www.youtube.com/watch?v=Del8tBjZm5I	Foreign		
285	Nina Osenar	Zelo Naglas	https://www.youtube.com/watch?v=LXU6p7JARc0	SLO		
286	Nipplepeople	Frka	https://www.youtube.com/watch?v=pKvifzAcawg	EX-YU		
287	Nola	Iznad oblaka	https://www.youtube.com/watch?v=q84JqEAIz4o	EX-YU		
288	Nola	Dio tebe	https://www.youtube.com/watch?v=fEbMXwbMHFo	EX-YU		
289	Novi fosili	Za dobra stara vremena	https://www.youtube.com/watch?v=OM2DLim8ZH8	EX-YU		
290	Novi fosili	Najdraže moje	https://www.youtube.com/watch?v=6aqZlS5l6A0	EX-YU		
291	Novi fosili	Još te volim	https://www.youtube.com/watch?v=L7y9hvSTJ-0	EX-YU		
292	Novi fosili	Saša	https://www.youtube.com/watch?v=ojRhsMKMU6k	EX-YU		
293	Novi fosili	Milena	https://www.youtube.com/watch?v=kIOb0Y17Fi8	EX-YU		
294	Nude	Budala	https://www.youtube.com/watch?v=w_SH-OPyrP4	SLO		
295	Oasis	Wonderwall	http://www.youtube.com/watch?v=R_EXyGWI9rU	Foreign		
296	Oliver Dragojević	Kad mi dođeš ti	https://www.youtube.com/watch?v=NT4YvrbkY8E	EX-YU		
297	Oliver Dragojević	Bez tebe	https://www.youtube.com/watch?v=PrJ9gn_iLJc	EX-YU		
298	Oliver Dragojević	Trag u beskraju	https://www.youtube.com/watch?v=z7mTFxIShVQ	EX-YU		
299	Oliver Mandić	Pitaju me, pitaju	https://www.youtube.com/watch?v=RZ12Dozzd34	EX-YU		
300	Olivia Newton John	Hopelessly Devoted To You (from Grease)	http://www.youtube.com/watch?v=jF4xOhCdrlo	Foreign		
301	Olivia Rodrigo	drivers license	http://www.youtube.com/watch?v=C3y6jGCXiUA	Foreign		
302	Olivia Rodrigo	traitor	http://www.youtube.com/watch?v=wvpoGzmd5v4	Foreign		
303	Olivia Rodrigo	happier	http://www.youtube.com/watch?v=or1_3KMpp3Y	Foreign		
304	Olivia Rodrigo	All I Want	http://www.youtube.com/watch?v=DqqsTljY3PA	Foreign		
305	Olivia Rodrigo	good 4 u	http://www.youtube.com/watch?v=L409x_gvwm8	Foreign		
306	Olivia Rodrigo	deja vu	http://www.youtube.com/watch?v=8iBJPvRXqgQ	Foreign		
307	One Direction	Night Changes	http://www.youtube.com/watch?v=kH9_meN7WqQ	Foreign		
308	One Direction	Drag Me Down	http://www.youtube.com/watch?v=WHLKZDMUR6o	Foreign		
309	OneRepublic	Counting Stars	http://www.youtube.com/watch?v=3EG3CfTv4lQ	Foreign		
310	P!nk ft. Nate Ruess	Just Give Me A Reason	http://www.youtube.com/watch?v=SJVH11MFY7I	Foreign		
311	Paloma Faith	Only Love Can Hurt Like This	http://www.youtube.com/watch?v=sNuLpPuWM68	Foreign		
312	Paramore	The Only Exception	http://www.youtube.com/watch?v=yCXcs2B8du0	Foreign		
313	Parni valjak	Jesen u meni	https://www.youtube.com/watch?v=faPUvTegwJ8	EX-YU		
314	Partibrejkers	Kreni prema meni	https://www.youtube.com/watch?v=_FG1s0Ui9Rs	EX-YU		
315	Partibrejkers	Hipnotisana gomila	https://www.youtube.com/watch?v=0LvZLdEHTi4	EX-YU		
316	Pepel in kri	Dan ljubezni	https://www.youtube.com/watch?v=2NwBFL8BL2Y	SLO		
317	Piloti	Kao ptica na mom dlanu	https://www.youtube.com/watch?v=SPvhHO1h36I	EX-YU		
318	Pink Sweat$	At My Worst	http://www.youtube.com/watch?v=FsKcCqLS91w	Foreign		
319	Plain White T's	Hey There Delilah	http://www.youtube.com/watch?v=ZakEbWobIj0	Foreign		
320	Pop Design	Na božično noč	https://www.youtube.com/watch?v=QyyfqyfJkVw	SLO		
321	Pop Design	Ko si na tleh	https://www.youtube.com/watch?v=V0pnrJPRGZ0	SLO		
322	Poslednja igra leptira	Dečko, ajde oladi	https://www.youtube.com/watch?v=jEUlXC1Pa14	EX-YU		
323	Power Dancers	Prvič Vem	https://www.youtube.com/watch?v=j1i8fwOMtYI	SLO		
324	Prljavo kazalište	Mi plešemo	https://www.youtube.com/watch?v=P0OdEY3F0Z4	EX-YU		
325	Psihomodo pop	Ramona	https://www.youtube.com/watch?v=cOs8cdlFoks	EX-YU		
326	Queen	Bohemian Rhapsody	http://www.youtube.com/watch?v=9Lxm0iSnKNc	Foreign		
327	Queen	Love Of My Life	http://www.youtube.com/watch?v=rGTHC4I_JPk	Foreign		
328	Queen	I Want To Break Free	http://www.youtube.com/watch?v=y_IIuMX0rHA	Foreign		
329	Radiohead	Creep	http://www.youtube.com/watch?v=3WLy3AblvmQ	Foreign		
330	Rafko Irgolič	Moj črni konj	https://www.youtube.com/watch?v=1ehlF3G7zg4	SLO		
331	Rebeka Dremelj	Vrag naj vzame	https://www.youtube.com/watch?v=ba-GKsknaD4	SLO		
332	Regina	Dan najlepših sanj	https://www.youtube.com/watch?v=xq5QNnQIdvo&t=31s	SLO		
333	Reklame	Twix	https://www.youtube.com/watch?v=ez6iIY-SiIg	SLO		
334	Reporter Milan	Pegasto dekle	https://www.youtube.com/watch?v=ao6NVyofkSE	SLO		
335	Riblja čorba	Pogledaj dom svoj, anđele	https://www.youtube.com/watch?v=ne4OzcHL2Zg	EX-YU		
336	Richard Marx	Right Here Waiting	http://www.youtube.com/watch?v=jZ8o_ZGt9QY	Foreign		
337	Rihanna	Diamonds	http://www.youtube.com/watch?v=7DzQs7dpNL8	Foreign		
338	Rihanna	Stay ft. Mikky Ekko	http://www.youtube.com/watch?v=bhGqtMsp0-w	Foreign		
339	Rihanna	Take A Bow	http://www.youtube.com/watch?v=femohd7zllQ	Foreign		
340	Ritem Planet	Ustnice brez poljubov	https://www.youtube.com/watch?v=UnFX1VjWBRA	SLO		
341	Rock'n'Band	Nika	https://www.youtube.com/watch?v=HA7dBm8d5Os	SLO		
342	Rod Stewart	I Don't Want To Talk About It	http://www.youtube.com/watch?v=BdReRY0VIRg	Foreign		no_voice
343	Ronan Keating	When You Say Nothing At All	http://www.youtube.com/watch?v=p8p0z_w0Juk	Foreign		
344	Ruth B	Lost Boy	http://www.youtube.com/watch?v=8R1xIYOwxRA	Foreign		
345	Ruth B	Dandelions	http://www.youtube.com/watch?v=UjejKDLIrRk	Foreign		
346	S.A.R.S.	Buđav lebac	https://www.youtube.com/watch?v=cBMJcVRoAZw	EX-YU		
347	Sam Smith	I'm Not The Only One (Classic Karaoke Version)	http://www.youtube.com/watch?v=XcZX89Z0nVA	Foreign		
348	Sam Smith	Stay With Me	http://www.youtube.com/watch?v=7C8034DlmIM	Foreign		
349	Sam Smith	Lay Me Down	http://www.youtube.com/watch?v=UuGannvDvQk	Foreign		
350	Sam Smith	Too Good At Goodbyes	http://www.youtube.com/watch?v=yiOHvS4rP5c	Foreign		
351	Saša Lošić	Iznad Tešnja zora sviće	https://www.youtube.com/watch?v=zepOqMgeYxg	EX-YU		
352	Sergeja	Danes je nov dan	https://www.youtube.com/watch?v=lH_YyGxPNsw	SLO		
353	Shakira	Waka Waka (This Time For Africa)	http://www.youtube.com/watch?v=DHXrbMX7fPw	Foreign		
354	Shawn Mendes	Treat You Better	http://www.youtube.com/watch?v=QIJQ7dxuKgY	Foreign		
355	Rihanna	There's Nothing Holding Me Back	http://www.youtube.com/watch?v=69mrR_Lc_yA	Foreign		
356	Shawn Mendes, Camila Cabello	Señorita	http://www.youtube.com/watch?v=kC8jBnooHgs	Foreign		
357	Sia	Chandelier	http://www.youtube.com/watch?v=b3iox_qUaUE	Foreign		
358	Sia	Snowman	http://www.youtube.com/watch?v=WWu83Z4pqss	Foreign		
359	Sia	Cheap Thrills	http://www.youtube.com/watch?v=LqrqgALM1Ug	Foreign		
360	Sia	Unstoppable	http://www.youtube.com/watch?v=v464ay9eei0	Foreign		
361	Siddharta	Dviga Slovenija zastave	https://www.youtube.com/watch?v=ZKm1nZAsrUU	SLO		
362	Simple Plan	Perfect	http://www.youtube.com/watch?v=5f15CcwlluQ	Foreign		
363	Slon in Sadež	Fantastičnih 5	https://www.youtube.com/watch?v=LHVpsU-H-L4	SLO		
364	Stevie Wonder	I Just Called To Say I Love You	http://www.youtube.com/watch?v=x-ufoMYaVYE	Foreign		
365	Strmina	Nocoj bila bi s teboj	https://www.youtube.com/watch?v=ClXeG-x34dg	SLO		
366	Svadbas	Treblebass	https://www.youtube.com/watch?v=dxstn9v2Oy0	EX-YU		
367	Tangled	I See The Light	http://www.youtube.com/watch?v=FLgWioSXAQU	Foreign		
368	Tangled	When Will My Life Begin	http://www.youtube.com/watch?v=aoVtLhhPtSc	Foreign		
369	Taylor Swift	Blank Space	http://www.youtube.com/watch?v=EuOp_2Zcr8E	Foreign		
370	Taylor Swift	You Belong With Me	http://www.youtube.com/watch?v=5B_dHpwfBXE	Foreign		
371	Taylor Swift	Love Story	http://www.youtube.com/watch?v=ZqY3eONjX5k	Foreign		
372	Taylor Swift	Back To December	http://www.youtube.com/watch?v=VHpK1i6XnkY	Foreign		
373	Taylor Swift	Shake It Off	http://www.youtube.com/watch?v=-i5MU14JLdw	Foreign		
374	Taylor Swift	Look What You Made Me Do	http://www.youtube.com/watch?v=Rbtq0bHlvmU	Foreign		
375	TBF	UV zrake	https://www.youtube.com/watch?v=JvmNFr03Fx4	EX-YU		
376	The Beatles	Let It Be	http://www.youtube.com/watch?v=OhRUYf_yn_s	Foreign		
377	The Beatles	Yesterday	http://www.youtube.com/watch?v=uw3zzQ-5g4o	Foreign		
378	The Beatles	Hey Jude	http://www.youtube.com/watch?v=enmHYsoCMkQ	Foreign		
379	The Calling	Wherever You Will Go	http://www.youtube.com/watch?v=sTGFkbjK3IU	Foreign		
380	The Chainsmokers feat. Daya	Don't Let Me Down	http://www.youtube.com/watch?v=5FHDnD-VcHI	Foreign		
381	The Chainsmokers ft. Halsey	Closer	http://www.youtube.com/watch?v=r0A_1UbB70o	Foreign		
382	The Cranberries	Zombie	http://www.youtube.com/watch?v=m8CEEkqQiiY	Foreign		
383	The Greatest Showman	Never Enough	http://www.youtube.com/watch?v=0nxmS92MiSM	Foreign		
384	The Greatest Showman	A Million Dreams	http://www.youtube.com/watch?v=3f2X_gIJ_u4	Foreign		
385	The Greatest Showman	Rewrite The Stars	http://www.youtube.com/watch?v=mayU6Gqpg9Y	Foreign		
386	The Greatest Showman	This Is Me	http://www.youtube.com/watch?v=V59psMbygfI	Foreign		
387	The Little Mermaid	Part Of Your World	http://www.youtube.com/watch?v=wnWKoEATxh8	Foreign		
388	The Police	Every Breath You Take	http://www.youtube.com/watch?v=gKjIiaAXfDs	Foreign		
389	The Righteous Brothers	Unchained Melody	http://www.youtube.com/watch?v=dqIzep89HBw	Foreign		
390	Time	Makedonija	https://www.youtube.com/watch?v=AcY-oQ-TMM8	EX-YU		
391	Tine Lesjak	Šivala Je Deklica Zvezdo	https://www.youtube.com/watch?v=AzlhjYrKJsI	SLO		
392	Tom Odell	Another Love	http://www.youtube.com/watch?v=aErI67y4WDA	Foreign		
393	Tomaž Domicelj	Slovenskega naroda sin	https://www.youtube.com/watch?v=8Xd_jzJCbFE	SLO		
394	TONES & I	DANCE MONKEY	http://www.youtube.com/watch?v=an0JKXnnrAY	Foreign		
395	Toše Proeski	Moja	https://www.youtube.com/watch?v=q_bv1Vz32tI	SLO		
396	Urša & PR	Kje so tiste stezice	https://www.youtube.com/watch?v=JyFQ9ET2RY4	SLO		
397	Vance Joy	Riptide	http://www.youtube.com/watch?v=XWq1hK6XtjU	Foreign		
398	Vesna Pisarović	Jutro donosi kraj	https://www.youtube.com/watch?v=ScpcALuXjNU	EX-YU		
399	Videosex	Kako bih volio da si tu	https://www.youtube.com/watch?v=lewQdY-u4kA	EX-YU		
400	Videosex	Vozi me vlak v daljave	https://www.youtube.com/watch?v=AHUGD5vi8Y8	SLO		
401	Vili Resnik	Naj bogovi slišijo	https://www.youtube.com/watch?v=j3AyTZjX5IU	SLO		
402	VIS Idoli	Maljčiki	https://www.youtube.com/watch?v=dH2FmVegARo	EX-YU		
403	Vlado Kreslin	Iz Goričkega v Piran	https://www.youtube.com/watch?v=mRL5A5CPlzE	SLO		
404	We The Kings ft. Elena Coats	Sad Song	http://www.youtube.com/watch?v=g94DBEV1kVA	Foreign		
405	Wellbott	Čebelica Maja	https://www.youtube.com/watch?v=w6y2hQ4ldRU	SLO		
406	Werner	Valentinovo	https://www.youtube.com/watch?v=XOjlK1KpRn0	SLO		
407	Wham!	Last Christmas	http://www.youtube.com/watch?v=kaBRnhxPLdE	Foreign		
408	Whitney Houston	I Have Nothing	http://www.youtube.com/watch?v=CS1Xf9hfUCk	Foreign		
409	Whitney Houston	I Will Always Love You	http://www.youtube.com/watch?v=8kotNQ07ZEw	Foreign		
410	Whitney Houston	The Greatest Love Of All	http://www.youtube.com/watch?v=aQEg6dwLFDc	Foreign		
411	Whitney Houston	I Wanna Dance With Somebody (Who Loves Me)	http://www.youtube.com/watch?v=st-yPBxRVPM	Foreign		
412	Whitney Houston	One Moment In Time	http://www.youtube.com/watch?v=TPl0fZ5lK20	Foreign		
413	Whitney Houston	Saving All My Love For You	http://www.youtube.com/watch?v=KTxLR8GOUt4	Foreign		
414	XXXTENTACION	Changes	http://www.youtube.com/watch?v=qfmxYHMWjwQ	Foreign		
415	Ysabelle	I Like You So Much, You'll Know It	http://www.youtube.com/watch?v=wHrs4LjdKw4	Foreign		
416	YU rock misija	Za milion godina	https://www.youtube.com/watch?v=DlGGZZ_4iUA	EX-YU		
417	Zabranjeno pušenje	Šeki is on the road again	https://www.youtube.com/watch?v=DZQAFdjM97c	EX-YU		
418	Zabranjeno pušenje	Lutka sa naslovne strane	https://www.youtube.com/watch?v=ZqEgdDA4WdA	EX-YU		
419	Zabranjeno pušenje	Dobri jarani	https://www.youtube.com/watch?v=KZpU_mJuXZc	EX-YU		
420	Zagrebački mališani	Kad se male ruke slože	https://www.youtube.com/watch?v=7aG70WwleRI	EX-YU		
421	Zana	Mladiću moj	https://www.youtube.com/watch?v=TuNPUStQJmg	EX-YU		
422	Zana	Što ne znam gde si sad	https://www.youtube.com/watch?v=_Dx7rus9Do8	EX-YU		
423	Zara Larsson	Uncover	http://www.youtube.com/watch?v=O0RZc6k_eLw	Foreign		
424	ZAYN, Sia	Dusk Till Dawn	http://www.youtube.com/watch?v=NvP568DzP5c	Foreign		
425	ZAYN, Zhavia Ward	A Whole New World	http://www.youtube.com/watch?v=OfwnWaFP_bc	Foreign		
426	Zdenka Vučković	Zeko i potočić	https://www.youtube.com/watch?v=Sw-2_EOPgOY	EX-YU		
427	Zdravko Čolić	Ti si mi u krvi	https://www.youtube.com/watch?v=APcNs0gn-kQ	EX-YU		
428	Zorica Kondža i Tedi Spalato	Zar je voljeti grijeh	https://www.youtube.com/watch?v=LGZcJyLgc-8	EX-YU		
429	Joan Jett and the Blackhearts	I Love Rock N Roll	https://youtu.be/ytRWEdjf9lk?t=1	Foreign		
430	Bon Jovi	You Give Love A Bad Name	https://youtu.be/ytRWEdjf9lk?t=187	Foreign		
431	Phil Collins	In The Air Tonight	https://youtu.be/ytRWEdjf9lk?t=427	Foreign		
432	Toto	Africa	https://youtu.be/ytRWEdjf9lk?t=764	Foreign		
433	Kenny Loggins	Footloose	https://youtu.be/ytRWEdjf9lk?t=1074	Foreign		
434	Creedence Clearwater Revival	Have You Ever Seen The Rain	https://youtu.be/ytRWEdjf9lk?t=1302	Foreign		
435	David Bowie	Let's Dance	https://youtu.be/ytRWEdjf9lk?t=1469	Foreign		
436	Queen	Radio Ga-Ga	https://youtu.be/ytRWEdjf9lk?t=1735	Foreign		
437	The Police	Roxanne	https://youtu.be/ytRWEdjf9lk?t=2095	Foreign		
438	Bryan Adams	Summer of '69	https://youtu.be/ytRWEdjf9lk?t=2290	Foreign		
439	Billy Joel	Uptown Girl	https://youtu.be/ytRWEdjf9lk?t=2518	Foreign		
440	Survivor	Eye of the Tiger	https://youtu.be/ytRWEdjf9lk?t=2723	Foreign		
441	REO Speedwagon	Can't Fight This Feeling	https://youtu.be/ytRWEdjf9lk?t=2973	Foreign		
442	The Bangles	Walk Like An Egyptian	https://youtu.be/ytRWEdjf9lk?t=3259	Foreign		
443	The Romantics	What I Like About You	https://youtu.be/ytRWEdjf9lk?t=3465	Foreign		
444	Pat Benatar	Hit Me With Your Best Shot	https://youtu.be/ytRWEdjf9lk?t=3654	Foreign		
445	Cyndi Lauper	Girls Just Wanna Have Fun	https://youtu.be/ytRWEdjf9lk?t=3825	Foreign		
446	Madonna	Like A Virgin	https://youtu.be/ytRWEdjf9lk?t=4072	Foreign		
447	Poison	Every Rose Has Its Thorn	https://youtu.be/ytRWEdjf9lk?t=4301	Foreign		no_voice
448	Rick James	Super Freak	https://youtu.be/ytRWEdjf9lk?t=4559	Foreign		
449	Lionel Richie	Hello	https://youtu.be/ytRWEdjf9lk?t=4773	Foreign		
450	Whitney Houston	I Wanna Dance With Somebody	https://youtu.be/ytRWEdjf9lk?t=5019	Foreign		
451	A-Ha	Take On Me	https://youtu.be/ytRWEdjf9lk?t=5299	Foreign		
452	The B-52s	Love Shack (duet)	https://youtu.be/ytRWEdjf9lk?t=5539	Foreign		
453	Culture Club	Karma Chameleon	https://youtu.be/ytRWEdjf9lk?t=5866	Foreign		
454	Toni Basil	Mickey	https://youtu.be/ytRWEdjf9lk?t=6111	Foreign		
455	Air Supply	All Out Of Love	https://youtu.be/ytRWEdjf9lk?t=6320	Foreign		
456	Tiffany	I Think We're Alone Now	https://youtu.be/ytRWEdjf9lk?t=6565	Foreign		
457	Céline Dion	It's All Coming Back To Me Now	https://youtu.be/ytRWEdjf9lk?t=6811	Foreign		
458	Madness	Our House	https://youtu.be/ytRWEdjf9lk?t=7144	Foreign		
459	Cyndi Lauper	Time After Time	https://youtu.be/ytRWEdjf9lk?t=7352	Foreign		
460	Bonnie Tyler	Total Eclipse Of The Heart	https://youtu.be/ytRWEdjf9lk?t=7594	Foreign		
461	Monty Python	No one expects the Spanish Inquisition	https://youtu.be/ytRWEdjf9lk?t=7930	Foreign		
462	Starship	We Built This City (duet)	https://youtu.be/ytRWEdjf9lk?t=8156	Foreign		
463	Dexys Midnight Runners	Come On Eileen	https://youtu.be/ytRWEdjf9lk?t=8464	Foreign		
464	Cher	If I Could Turn Back Time	https://youtu.be/ytRWEdjf9lk?t=8720	Foreign		
465	Josh Turner	Your Man	https://youtu.be/ytRWEdjf9lk?t=8981	Foreign		
466	Bill Medley and Jennifer Warnes	(I've Had) The Time Of My Life (duet)	https://youtu.be/ytRWEdjf9lk?t=9199	Foreign		
467	Heart	Alone	https://youtu.be/ytRWEdjf9lk?t=9498	Foreign		
468	Heart	What About Love?	https://youtu.be/ytRWEdjf9lk?t=9723	Foreign		
469	Living Colour	Cult Of Personality	https://youtu.be/ytRWEdjf9lk?t=9951	Foreign		
470	Radiohead	Creep	https://youtu.be/RQC7JL4a6fc?t=0	Foreign	1	
471	Alicia Keys	If I ain't got you	https://youtu.be/RQC7JL4a6fc?t=231	Foreign	1	
472	Hozier	Take Me To Church	https://youtu.be/RQC7JL4a6fc?t=450	Foreign		
473	Lady Gaga	Always Remember Us This Way	https://youtu.be/RQC7JL4a6fc?t=685	Foreign	1	
474	Keane	Somewhere Only We Know	https://youtu.be/RQC7JL4a6fc?t=886	Foreign	1	
475	Celine Dion	It's All Coming Back To Me Now	https://youtu.be/RQC7JL4a6fc?t=1116	Foreign	1	
476	4 Non Blondes	What's Up	https://youtu.be/RQC7JL4a6fc?t=1561	Foreign	1	
477	Jason Mraz	I'm Yours	https://youtu.be/RQC7JL4a6fc?t=1849	Foreign	1	
478	Eric Clapton	Tears In Heaven	https://youtu.be/RQC7JL4a6fc?t=2091	Foreign		
479	Billie Eilish, Khalid	Lovely	https://youtu.be/RQC7JL4a6fc?t=2355	Foreign		
480	Tom Odell	Another Love	https://youtu.be/RQC7JL4a6fc?t=2551	Foreign	1	
481	Alexandra Burke	Hallelujah	https://youtu.be/RQC7JL4a6fc?t=2792	Foreign	1	
482	Celine Dion	My Heart will go on	https://youtu.be/RQC7JL4a6fc?t=3003	Foreign	1	
483	John Legend	All Of Me	https://youtu.be/RQC7JL4a6fc?t=3266	Foreign	1	
484	Ed Sheeran	Perfect	https://youtu.be/RQC7JL4a6fc?t=3536	Foreign	1	
485	Bon Jovi	Living on a Prayer	https://youtu.be/XYyY4p06LmQ?t=1090	Foreign		w_voice
486	Poison	Every Rose Has Its Thorn	https://youtu.be/XYyY4p06LmQ?t=1348	Foreign		w_voice
487	Garth Brooks	Friends in Low Places	https://youtu.be/XYyY4p06LmQ?t=1614	Foreign		w_voice
488	Scorpions	Wind of Change	https://youtu.be/XYyY4p06LmQ?t=1833	Foreign		w_voice
489	Sister Act 2	On Happy Day	https://youtu.be/XYyY4p06LmQ?t=2141	Foreign		w_voice
490	Céline Dion	All by Myself	https://youtu.be/XYyY4p06LmQ?t=2390	Foreign		w_voice
491	Brian McKnight	Back at One	https://youtu.be/XYyY4p06LmQ?t=2723	Foreign		w_voice
492	Troye Sivan	One Of Your Girls	https://www.youtube.com/watch?v=Lc6yWmGZcqg	Foreign		w_voice
493	Rihanna	Umbrella	https://www.youtube.com/watch?v=xCJtwKRysQU	Foreign		w_voice
494	Adele	Someone Like You	https://www.youtube.com/watch?v=rMSQwIp4Jg8	Foreign		no_voice
495	Grease	You're The One That I Want	https://www.youtube.com/watch?v=5-4X6Ck-_0c	Foreign		
496	ABBA	Mamma Mia	https://www.youtube.com/watch?v=1YN5Emwwoss	Foreign		w_voice
497	ABBA	The Winner Takes It All	https://www.youtube.com/watch?v=FZqeU0TnNRM	Foreign		w_voice
498	ABBA	Chiquitita	https://www.youtube.com/watch?v=1gRQKAivLns	Foreign		
499	Harry Styles	As It Was	https://www.youtube.com/watch?v=JyKfmLkq3BU	Foreign		
500	Harry Styles	Watermelon Sugar	https://www.youtube.com/watch?v=OQzT1OASwPU	Foreign		
501	Mi2	Ko bil sn še mali pizdun	https://www.youtube.com/watch?v=1oXSW3Eyl5Y	SLO		
502	Mi2	Čista jeba	https://www.youtube.com/watch?v=pHO5FeBy1K4	SLO		
503	Frankie Valli & The Four Seasons	Can't Take My Eyes Off You	https://youtube.com/watch?v=zf2V3HG6YgU	Foreign		
504	Elton John	Daniel	https://youtube.com/watch?v=GZix8_uvLyk	Foreign		
505	Paul Anka	Diana	https://youtube.com/watch?v=CZl1ZSr9yb4	Foreign		
506	Roy Orbison	Oh, Pretty Woman	https://youtube.com/watch?v=5zGdD6CGPhs	Foreign		
507	The Stylistics	Betcha by Golly, Wow	https://youtube.com/watch?v=6W60p0HJwKg	Foreign		
508	The Stylistics	You Make Me Feel Brand New	https://youtube.com/watch?v=DHSFUeA-vVs	Foreign		
509	Lionel Richie	Three Times a Lady	https://youtube.com/watch?v=1JyODhMa5eE	Foreign		
510	Rupert Holmes	Terminal	https://youtube.com/watch?v=VFaV45F_FZA	Foreign		
511	Dan Fogelberg	Same Old Lang Syne	https://youtube.com/watch?v=8wxUqaZXgAc	Foreign		
512	Simon and Garfunkel	Scarborough Fair	https://youtube.com/watch?v=crogwwgJEn4	Foreign		
513	Wildflower	Skylark	https://youtube.com/watch?v=9l878arGKgg	Foreign		
514	Boz Scaggs	We're All Alone	https://youtube.com/watch?v=I7GPee247zg	Foreign		
515	Santa Esmeralda	You're My Everything	https://youtube.com/watch?v=tYK_O32RV58	Foreign		
516	Richard Sanderson	Reality	https://youtube.com/watch?v=OC-HdB08f_I	Foreign		
517	Carpenters	Superstar	https://youtube.com/watch?v=doirD_D1nrQ	Foreign		
518	Carpenters	Rainy Days And Mondays	https://youtube.com/watch?v=SvKuK85RaRM	Foreign		
519	John Denver	Take Me Home, Country Roads	https://youtube.com/watch?v=7aNW9hRKYA8	Foreign		
520	Bread	The Guitar Man	https://youtube.com/watch?v=RdQaQO60Qh4	Foreign		
521	Rex Smith	Simply Jessie	https://youtube.com/watch?v=koY3BZbau64	Foreign		
522	Rex Smith	Let's Make A Memory	https://youtube.com/watch?v=bgk_FV7FW8c	Foreign		
523	Paul Williams	I Won't Last A Day Without You	https://youtube.com/watch?v=hOMvaLDSboo	Foreign		
524	Simon & Garfunkel	The Boxer	https://youtube.com/watch?v=R7WY8Z_ZaOY	Foreign		
