ID	Artist	Title	Link	Origin	Not in use	Voice
	Deep Purple	Smoke On The Water	https://youtube.com/watch?v=sxacJSO_tS4	Foreign		
	Demi Lovato	Stone Cold	http://www.youtube.com/watch?v=yFOxf2Y0H1g	Foreign		
	Demi Lovato	Skyscraper	http://www.youtube.com/watch?v=PHfZnrXNyiA	Foreign		
	Darko Rundek	Apocalypso	https://www.youtube.com/watch?v=z6ee0FcBJoI	EX-YU		
	Darko Rundek, Rade Šerbedžija i Arsen Dedić	Na nešto me sjeća taj grad	https://www.youtube.com/watch?v=620NUNVHYQM	EX-YU		
	Dennis Lambert	Of All The Things	https://youtube.com/watch?v=LzVjmh2vuMo	Foreign		
	Descendants 3	Queen Of Mean	http://www.youtube.com/watch?v=BRWpIbuGa1M	Foreign		
	Dexys Midnight Runners	Come On Eileen	https://youtu.be/ytRWEdjf9lk?t=8464	Foreign		
	Diana Ross	Do You Know Where You're Going To?	https://youtube.com/watch?v=KGpX-r2Sta8	Foreign		
	Diana Ross	Touch Me in the Morning	https://youtube.com/watch?v=kSk0DGk82Tw	Foreign		
	Diana Ross	Ain't No Mountain High Enough	https://youtube.com/watch?v=ovuGk0WsvVA	Foreign		
	Diana Ross	The Boss	https://youtube.com/watch?v=FvfhxR6JlKY	Foreign		
	Denis & Denis	Program tvog kompjutera	https://www.youtube.com/watch?v=J7luJcW8Jlo	EX-YU		
	Denis & Denis	Ja sam lažljiva	https://www.youtube.com/watch?v=BPyQaHVzNto	EX-YU		
	Dionne Warwick	Never Fall In Love Again	https://youtube.com/watch?v=iAV7uDmRkBA	Foreign		
	Dionne Warwick	Walk On By	https://youtube.com/watch?v=aEZIG3x8mtw	Foreign		
	Dionne Warwick	I'll Never Love This Way Again	https://youtube.com/watch?v=15nSgxXlmwk	Foreign		
	Dionne Warwick & Barry Manilow	Run To Me	https://youtube.com/watch?v=V-PMF7td8E4	Foreign		
	DJ Snake ft. Justin Bieber	Let Me Love You	http://www.youtube.com/watch?v=VP5ODDPUpcE	Foreign		
	Dino Dvornik	Ti si mi u mislima	https://www.youtube.com/watch?v=XSpV-k4lHPw	EX-YU		
	Dino Dvornik	Ništa kontra Splita	https://www.youtube.com/watch?v=CZC_kbjcCY0	EX-YU		
	Dolores	Vem, jokala bom	https://www.youtube.com/watch?v=2ifjVF6sFqE	SLO		
	Don Mclean	Vincent	https://youtube.com/watch?v=dYNbN80VssA	Foreign		
	Don McLean	Winterwood	https://youtube.com/watch?v=PXu3gi8XCu4	Foreign		
	Don McLean	American Pie	https://youtube.com/watch?v=sGCVp73RjxQ	Foreign		
	Don McLean	Crying	https://youtube.com/watch?v=QML6vSWOO1E	Foreign		
	Don Mclean	Vincent	https://youtube.com/watch?v=fc8xiihrv_4	Foreign		
	Don Mclean	Birthday Song	https://youtube.com/watch?v=2xfgR8zROMo	Foreign		
	Don Mclean	Everyday	https://youtube.com/watch?v=qWeXYCHjq34	Foreign		
	Dominik Kozarič	Ljubi jo nežno	https://www.youtube.com/watch?v=z4NTTcbqPaQ	SLO		
	Doors	Light My Fire	https://youtube.com/watch?v=rRcCgcll5uE	Foreign		
	Dove Cameron	If Only (from Disney Descendants)	http://www.youtube.com/watch?v=fTRa0BuPlwA	Foreign		
	Dr. Hook	All The Time In The World	https://youtube.com/watch?v=eu6W5E44hQQ	Foreign		
	Don Juan	Dekleta pa taka	https://www.youtube.com/watch?v=ON4ATyXTI7s	SLO		
	Dua Lipa	New Rules	http://www.youtube.com/watch?v=TsEYfkT4eF8	Foreign		
	Dua Lipa	Levitating	http://www.youtube.com/watch?v=nK9hD9_SAdU	Foreign		
	Duncan Laurence	Arcade	http://www.youtube.com/watch?v=19Kju46x324	Foreign		
	Ed Sheeran	Perfect	http://www.youtube.com/watch?v=sPMA1tqWuf4	Foreign		
	Ed Sheeran	Shape Of You	http://www.youtube.com/watch?v=o71_MatpYV0	Foreign		
	Ed Sheeran	Photograph	http://www.youtube.com/watch?v=XpXe2mXmhp0	Foreign		
	Ed Sheeran	Thinking Out Loud	http://www.youtube.com/watch?v=Dd9W3PthynU	Foreign		
	Ed Sheeran	The A Team	http://www.youtube.com/watch?v=t4ePY7LqFV4	Foreign		
	Ed Sheeran	Perfect	https://youtu.be/RQC7JL4a6fc?t=3536	Foreign	1	
	Edwin Starr	War	https://youtube.com/watch?v=Lhtx6BkHXMA	Foreign		
	Don Mentony Band	Dobra mrha	https://www.youtube.com/watch?v=aXdNsjE8Gjg	SLO		
	Dražen Zečić	Kad mi netko tebe spomene	https://www.youtube.com/watch?v=sAw5XXFkeFk	EX-YU		
	EKV	Par godina za nas	https://www.youtube.com/watch?v=zp8ixBJahDY	EX-YU		
	EKV	Budi sam na ulici	https://www.youtube.com/watch?v=AaEF4aDTYzs	EX-YU		
	EKV	Krug	https://www.youtube.com/watch?v=PPPMyWKgKGs	EX-YU		
	Elle King	Ex's & Oh's	http://www.youtube.com/watch?v=odO7rH5vmaI	Foreign		
	Ellie Goulding	Love Me Like You Do	http://www.youtube.com/watch?v=tW0UjwMOQz8	Foreign		
	Elton John	Daniel	https://youtube.com/watch?v=GZix8_uvLyk	Foreign		
	Elton John	Your Song	https://youtube.com/watch?v=fGI2vCk6ykY	Foreign		
	Elton John	We All Fall In Love Sometimes	https://youtube.com/watch?v=J5ki60oaaSM	Foreign		
	Elton John	Honky Cat	https://youtube.com/watch?v=Je3nMS8sWYw	Foreign		
	Elvis Costello	She	https://youtube.com/watch?v=SZKQVOLNqm4	Foreign		
	Elvis Presley	Can't Help Falling In Love	http://www.youtube.com/watch?v=gd4mB-zUcO8	Foreign		
	Elvis Presley	The Wonder Of You	https://youtube.com/watch?v=t-4ZMeWR1S8	Foreign		
	Elvis Presley	It's Now or Never	https://youtube.com/watch?v=WC48Q5zSvic	Foreign		
	Elvis Presley	Always on My Mind	https://youtube.com/watch?v=rBj6cJx6Ecc	Foreign		
	Emeli Sandé	Read All About It Pt. III	http://www.youtube.com/watch?v=KDbafD4FQRk	Foreign		
	Elda Viler	Ti si moja ljubezen	https://www.youtube.com/watch?v=Zf0qNIdf0Ko	SLO		
	Engelbert Humperdinck	A Man Without Love	https://youtube.com/watch?v=UsLs9qEtalg	Foreign		
	Engelbert Humperdinck	Love Me with All Your Heart	https://youtube.com/watch?v=eJKDa22mSdQ	Foreign		
	Engelbert Humperdinck	Spanish Eyes	https://youtube.com/watch?v=h8L2rF9vh6k	Foreign		
	Engelbert Humperdinck	Stardust	https://youtube.com/watch?v=xMW_-TC15h4	Foreign		
	Engelbert Humperdinck	Love Is a Many Splendored Thing	https://youtube.com/watch?v=P7v25-pX4BI	Foreign		
	England Dan	I'd Really Love To See You Tonight (Original)	https://youtube.com/watch?v=hPVFVLgpoVk	Foreign		
	England Dan & John Ford Coley	It's Sad To Belong	https://youtube.com/watch?v=OBkU8P0xVLY	Foreign		
	England Dan & John Ford Coley	Nights Are Forever Without You	https://youtube.com/watch?v=0EKiAMtnvtU	Foreign		
	Eric Carmen	The Way We Used To Be	https://youtube.com/watch?v=9CgAuSuGb3U	Foreign		
	Eric Clapton	Wonderful Tonight	http://www.youtube.com/watch?v=WDXiPavQjNg	Foreign		
	Eric Clapton	Tears In Heaven	https://youtu.be/RQC7JL4a6fc?t=2091	Foreign		
	Eric Clapton	Wonderful Tonight	https://youtube.com/watch?v=WDXiPavQjNg	Foreign		
	Eric Clapton	Cocaine	https://youtube.com/watch?v=ZRLWN7p_kUk	Foreign		
	Ella	Iza ponoći	https://www.youtube.com/watch?v=CuqkR4EZ4O8	EX-YU		
	Eurythmics	Sweet Dreams (Everybody's looking for something)	https://www.youtube.com/watch?v=z1GUP6eA2-s	Foreign		
	En Face	Debeli	https://www.youtube.com/watch?v=N2FFukOTBOE	EX-YU		
	Evanescence	Bring Me To Life	http://www.youtube.com/watch?v=frpfRwGv6KU	Foreign		
	Evanescence	My Immortal	http://www.youtube.com/watch?v=Dv4s4KFptCE	Foreign		
	Eydie Gorme	It Takes Too Long To Learn To Live Alone	https://youtube.com/watch?v=8A2ulQhhaLs	Foreign		
	ET	Tek je 12 sati	https://www.youtube.com/watch?v=Ws9vIDltXos	EX-YU		
	Eva Sršen	Ljubi ljubi ljubi	https://www.youtube.com/watch?v=Gu0ly13hLV4	SLO		
	Fire & Rain	Living Together	https://youtube.com/watch?v=4zhIRN_kMbs	Foreign		
	Fire and Rain	Living Together	https://youtube.com/watch?v=9nKg0oGkXAI	Foreign		
	Firefall	Just Remember I Love You	https://youtube.com/watch?v=w_94lz0z9lI	Foreign		
	Foreigner	I Want To Know What Love Is	http://www.youtube.com/watch?v=p1r1DHgYm9Y	Foreign		
	Frank Sinatra	My Way	http://www.youtube.com/watch?v=tAEek8nO11c	Foreign		
	Frank Sinatra	Fly Me To The Moon	http://www.youtube.com/watch?v=VvjWl7lvrnk	Foreign		
	Frank Sinatra	My Way	https://youtube.com/watch?v=tAEek8nO11c	Foreign		
	Frankie Valli & The Four Seasons	Can't Take My Eyes Off You	https://youtube.com/watch?v=zf2V3HG6YgU	Foreign		
	Free Movement	The Harder I Try	https://youtube.com/watch?v=doRZakTK5kk	Foreign		
	Frozen	Let It Go (Idina Menzel)	http://www.youtube.com/watch?v=ifCAfAzOBJM	Foreign		
	Frozen	For The First Time In Forever (Idina Menzel and Kristen Bell)	http://www.youtube.com/watch?v=rmQ_n0rJ7JE	Foreign		
	Frozen 2	Into The Unknown	http://www.youtube.com/watch?v=9rnQFsbDa3o	Foreign		
	Frozen 2	Show Yourself	http://www.youtube.com/watch?v=zGqZZQablfY	Foreign		
	Gabriel	You Never Told Me You Love Me	https://youtube.com/watch?v=tuVfBT1qHiw	Foreign		
	Garth Brooks	Friends in Low Places	https://youtu.be/XYyY4p06LmQ?t=1614	Foreign		w_voice
	George Michael	Careless Whisper	http://www.youtube.com/watch?v=1TIeDbnzp9M	Foreign		
	Geri Halliwell	It's Raining Men	https://www.youtube.com/watch?v=3MPmJx8Csi4	Foreign		
	Gilbert O'Sullivan	Alone Again (Naturally)	https://youtube.com/watch?v=L4iDOxI40yE	Foreign		
	Giveon	HEARTBREAK ANNIVERSARY	http://www.youtube.com/watch?v=nRD8iFBRruw	Foreign		
	Gloria Gaynor	I Will Survive	http://www.youtube.com/watch?v=FsUa8P-L2Ag	Foreign		
	gnash	i hate u, i love u (feat. Olivia O'Brien)	http://www.youtube.com/watch?v=_Bti9H8Y24U	Foreign		
	Goo Goo Dolls	Iris	http://www.youtube.com/watch?v=bi0hyLXusjo	Foreign		
	Gotye and Kimbra	Somebody That I Used To Know	http://www.youtube.com/watch?v=toHUpXZRgTQ	Foreign		
	Grace VanderWaal	I Don't Know My Name	http://www.youtube.com/watch?v=dlNbMMkldi0	Foreign		
	Grease	You're The One That I Want	https://www.youtube.com/watch?v=5-4X6Ck-_0c	Foreign		
	Greg Kihn Band	Jeopardy	https://youtube.com/watch?v=SWWgX2XhQEs	Foreign		
	Fantomi	Sretan božić svakome	https://www.youtube.com/watch?v=TREFr8mwEOM	EX-YU		
	Film	Ljubav je zakon	https://www.youtube.com/watch?v=WwzW0d5QzS0	EX-YU		
	Grupa 777	Ti si moj hit	https://www.youtube.com/watch?v=_0q-NjuW1qE	EX-YU		
	Gu Gu	Mi 'mamo se fajn	https://www.youtube.com/watch?v=kk109KsnlFg	SLO		
	Halsey	Without Me	http://www.youtube.com/watch?v=_QC9OSgbmC8	Foreign		
	Harry Styles	Sign Of The Times	http://www.youtube.com/watch?v=vAjEtYdqhTA	Foreign		
	Harry Styles	As It Was	https://www.youtube.com/watch?v=JyKfmLkq3BU	Foreign		
	Harry Styles	Watermelon Sugar	https://www.youtube.com/watch?v=OQzT1OASwPU	Foreign		
	Hajdi	Naš kuža	https://www.youtube.com/watch?v=IyeY01F6ZQE	SLO		
	Halo	Anita ni nikoli	https://www.youtube.com/watch?v=AapB1KdWsJs	SLO		
	Haustor	Moja prva ljubav	https://www.youtube.com/watch?v=DcHG6FG12AE	EX-YU		
	Haustor	Sejmeni	https://www.youtube.com/watch?v=Ag7FbUNcPD4	EX-YU		
	Haustor	Uzalud pitaš	https://www.youtube.com/watch?v=bJ5wJhOXiqI	EX-YU		
	Heart	Alone	https://youtu.be/ytRWEdjf9lk?t=9498	Foreign		
	Heart	What About Love?	https://youtu.be/ytRWEdjf9lk?t=9723	Foreign		
	Helen Reddy	I Can't Say Goodbye To You	https://youtube.com/watch?v=0pFgB7WW-hU	Foreign		
	Herman's Hermits	There's a Kind of Hush	https://youtube.com/watch?v=shS6-EEDWcM	Foreign		
	High School Musical	Breaking Free	http://www.youtube.com/watch?v=YwP9YSnOayk	Foreign		
	Hillsong UNITED	Oceans (Where Feet May Fail)	http://www.youtube.com/watch?v=RYcjiDrljHI	Foreign		
	Hozier	Take Me To Church	http://www.youtube.com/watch?v=2bb67GtsI80	Foreign	1	
	Hozier	Take Me To Church	https://youtu.be/RQC7JL4a6fc?t=450	Foreign		
	Haustor	Bi mogo da mogu	https://www.youtube.com/watch?v=TfL-mzoMCiM	EX-YU		
	I Say a Little Prayer	Dionne Warwick	https://youtube.com/watch?v=TuoAyMk55gc	Foreign		
	If You Remember Me	Chris Thompson	https://youtube.com/watch?v=gMJiogxH8MQ	Foreign		
	Iggy Azalea and Charli Xcx	Fancy	http://www.youtube.com/watch?v=nrV7e6ASomM	Foreign		
	Imagine Dragons	Believer	http://www.youtube.com/watch?v=sfbCZw_c2Zs	Foreign		
	Imagine Dragons	Demons	http://www.youtube.com/watch?v=TsCPrboDunw	Foreign		
	Imagine Dragons	Radioactive	http://www.youtube.com/watch?v=eGpM33XHyoE	Foreign		
	Imagine Dragons	Bad Liar	http://www.youtube.com/watch?v=z2-8U9XeArs	Foreign		
	Hazard	Marie, ne piši pesmi več	https://www.youtube.com/watch?v=9nunISFtmIU	SLO		
	Hrvatski Band Aid	Moja domovina	https://www.youtube.com/watch?v=dujJ6TMYS9g	EX-YU		
	Jack Jones	The Love Boat	https://youtube.com/watch?v=XguZ-j4xckQ	Foreign		
	Jacky Ward	Fools Fall In Love	https://youtube.com/watch?v=FJ6teFjpnfk	Foreign		
	Irena Tratnik	Malo miru	https://www.youtube.com/watch?v=H0CTtudXx0E	SLO		
	James Arthur	Say You Won't Let Go	http://www.youtube.com/watch?v=jb2T4ZXL6R4	Foreign		
	James Bay	Let It Go	http://www.youtube.com/watch?v=nhv788BMisk	Foreign		
	James Taylor	Fire And Rain	https://youtube.com/watch?v=g4hJNSpnJ3A	Foreign		
	James Taylor	Fire And Rain	https://youtube.com/watch?v=3EQvN8N5qig	Foreign		
	James Taylor	If I Keep My Heart Out Of Sight	https://youtube.com/watch?v=H4HRPYLsGUg	Foreign		
	Ivana Brkić	Oči boje kestena	https://www.youtube.com/watch?v=FMDAlJu4Vn4	EX-YU		
	Jadranka Stojaković	Što te nema	https://www.youtube.com/watch?v=MoI1nixetw8	EX-YU		
	Jan Plestenjak	Moja ljubica	https://www.youtube.com/watch?v=0z4ye6XuahU	SLO		
	Jani Golob	Prisluhni školjki	https://www.youtube.com/watch?v=5qWDNOV0EtU	SLO		
	Jason Mraz	I'm Yours	http://www.youtube.com/watch?v=kn8YiDSYcq4	Foreign		
	Jason Mraz	I Won't Give Up	http://www.youtube.com/watch?v=UdxPKQ0_PdE	Foreign		
	Jason Mraz	I'm Yours	https://youtu.be/RQC7JL4a6fc?t=1849	Foreign	1	
	Janko Ropret	Ljubljančanke	https://www.youtube.com/watch?v=toLkDt33KBs	SLO		
	Jessie J	Flashlight	http://www.youtube.com/watch?v=pdheWX4oO1A	Foreign		
	Jessie J	Domino	http://www.youtube.com/watch?v=GZ_ROLrdvPI	Foreign		
	Jessie J ft. B.o.B	Price Tag	http://www.youtube.com/watch?v=hyB4iyq2tmw	Foreign		
	Jessie J, Ariana Grande and Nicki Minaj	Bang Bang	http://www.youtube.com/watch?v=u1OG4gBcPaA	Foreign		
	Jim Croce	Operator	https://youtube.com/watch?v=JCLG9nq6Q58	Foreign		
	Jim Croce	I Got A Name	https://youtube.com/watch?v=Nz1cGQTH_Tk	Foreign		
	Jim Croce	I'll Have To Say I Love You In A Song	https://youtube.com/watch?v=ggA44A8UZbg	Foreign		
	Joan Jett and the Blackhearts	I Love Rock N Roll	https://youtu.be/ytRWEdjf9lk?t=1	Foreign		
	John Davidson	You And I	https://youtube.com/watch?v=xbJKNGy0aUs	Foreign		
	John Denver	Take Me Home, Country Roads	http://www.youtube.com/watch?v=7aNW9hRKYA8	Foreign		
	John Denver	Take Me Home, Country Roads	https://youtube.com/watch?v=7aNW9hRKYA8	Foreign		
	John Denver	Take Me Home, Country Roads	https://youtube.com/watch?v=nawRw6pR_f8	Foreign		
	John Farnham	Help	https://youtube.com/watch?v=IOpZIdmke_Y	Foreign		
	John Lee Hooker	This Girl Has Turned Into A Woman	https://youtube.com/watch?v=uGQK6Gs1ZBE	Foreign		
	John Legend	All of Me	http://www.youtube.com/watch?v=kr8wPkdHFA0	Foreign		
	John Legend	All Of Me	https://youtu.be/RQC7JL4a6fc?t=3266	Foreign	1	
	John Lennon	Imagine	http://www.youtube.com/watch?v=MR70Dg0_o1A	Foreign		
	John Lennon	Jealous Guy	https://youtube.com/watch?v=_YJ_SHDienw	Foreign		
	John Lennon	Imagine	https://youtube.com/watch?v=vPPY8Ju_mDY	Foreign		
	John Lennon	Imagine	https://youtube.com/watch?v=f2bcREkpE0I	Foreign		
	John Lennon	Imagine	https://youtube.com/watch?v=MR70Dg0_o1A	Foreign		
	Johnny Mathis	Chances Are	https://youtube.com/watch?v=9gQHOTBubsE	Foreign		
	Johnny Mathis	Chances Are	https://youtube.com/watch?v=6_lHBtNM7F8	Foreign		
	Johnny Mathis	A Certain Smile	https://youtube.com/watch?v=9RGKksK7BtI	Foreign		
	Jose Feliciano	Once There Was A Love	https://youtube.com/watch?v=F0QOJMgWjTc	Foreign		
	Josh Groban	You Raise Me Up	http://www.youtube.com/watch?v=btwJm_mV-84	Foreign		
	Josh Turner	Your Man	https://youtu.be/ytRWEdjf9lk?t=8981	Foreign		
	Jasmin Stavros	Umoran sam	https://www.youtube.com/watch?v=JLngD-YxCfQ	EX-YU		
	Jelena Rozga feat Connect	Dalmatinka	https://www.youtube.com/watch?v=JTkLZdB2sTo	EX-YU		
	Journey	Don't Stop Believin'	http://www.youtube.com/watch?v=c8wn2fMYvns	Foreign		
	Julia Michaels	Issues	http://www.youtube.com/watch?v=SfYXCwmgOoc	Foreign		
	Junior	But If You Leave Me	https://youtube.com/watch?v=J-QWlBhwaYo	Foreign		
	Josipa Lisac	Srela sam se s njim	https://www.youtube.com/watch?v=270YAh3yKoM	EX-YU		
	Justin Bieber	Sorry	http://www.youtube.com/watch?v=9CLvFIsp9oo	Foreign		
	Justin Bieber	Love Yourself	http://www.youtube.com/watch?v=mY00uFz5bTA	Foreign		
	Justin Bieber	Boyfriend	http://www.youtube.com/watch?v=LYI2Gwxqiag	Foreign		
	Justin Bieber	What Do You Mean	http://www.youtube.com/watch?v=kKKXhrS_my4	Foreign		
	Justin Bieber ft. Ludacris	Baby	http://www.youtube.com/watch?v=1a5SWpp9Wfg	Foreign		
	JVKE	golden hour	http://www.youtube.com/watch?v=ju03AIeny2Q	Foreign		
	Kansas	Dust In The Wind	https://youtube.com/watch?v=s9eBbbMwhIs	Foreign		
	Josipa Lisac	O jednoj mladosti	https://www.youtube.com/watch?v=9qC2nIQp-SI	EX-YU		
	Katy Perry	Roar	http://www.youtube.com/watch?v=hMF4h0gYN-0	Foreign		
	Keane	Somewhere Only We Know	http://www.youtube.com/watch?v=l5shwZTwHec	Foreign		
	Keane	Somewhere Only We Know	https://youtu.be/RQC7JL4a6fc?t=886	Foreign	1	
	Kelly Clarkson	Because Of You	http://www.youtube.com/watch?v=WWJyJGY1T2M	Foreign		
	Kenny Loggins	Footloose	https://youtu.be/ytRWEdjf9lk?t=1074	Foreign		
	Kenny Loggins	Danny's Song	https://youtube.com/watch?v=NA9Ki6WPtBw	Foreign		
	Kenny Nolan	Love's Grown Deep	https://youtube.com/watch?v=cH4Mr35xzxA	Foreign		
	Kenny Rogers	Through The Years	https://youtube.com/watch?v=Uvjjz-z2dGo	Foreign		
	Kenny Rogers & Dolly Parton	Sometimes When We Touch	https://youtube.com/watch?v=BMxgDBoPv_0	Foreign		
	Keyshia Cole	Love	http://www.youtube.com/watch?v=L5t-8YP4U0A	Foreign		
	Khalid	Location	http://www.youtube.com/watch?v=pgDxe8JO_wY	Foreign		
	Jura Stublić & Film	Doći ću ti u snovima	https://www.youtube.com/watch?v=S1nJR0oYNeQ	EX-YU		
	Kaliopi	Crno i belo	https://www.youtube.com/watch?v=2HS39sU6qV0	EX-YU		
	Kantor	Ljubezen iz šolskih dni	https://www.youtube.com/watch?v=tehGmy3FouM	SLO		
	Kingston	Luna nad obalo	https://www.youtube.com/watch?v=dyuRw-fZOV8	SLO		
	Klapa Kampanel	Aj ća, volin te	https://www.youtube.com/watch?v=GPayIsNtPCM	EX-YU		
	Kris Kristofferson & Rita Coolidge	Loving Arms	https://youtube.com/watch?v=tnsakqXDTYA	Foreign		
	Kris Kristofferson & Rita Coolidge	Loving Arms	https://youtube.com/watch?v=ODs6E1sEjHI	Foreign		
	Klapa Maslina	Da te mogu pismom zvati	https://www.youtube.com/watch?v=K9hbbGdOYWk	EX-YU		
	Klara	Za Slovenijo živim	https://www.youtube.com/watch?v=WaKBp6PeEmc	SLO		
	Labrinth	Jealous	http://www.youtube.com/watch?v=uVAt8WqEJhE	Foreign		
	Kreslin Lovšin Predin	Slovenija gre naprej	https://www.youtube.com/watch?v=bA8pyRi-3Xs	SLO		
	Lady Antebellum	Need You Now	http://www.youtube.com/watch?v=U4j8UroIWqU	Foreign		
	Lady Gaga	Always Remember Us This Way	http://www.youtube.com/watch?v=9sVKwwSvvLw	Foreign		
	Lady Gaga	Bad Romance	http://www.youtube.com/watch?v=Ep0-h-rGHRk	Foreign		
	Lady Gaga	I'll Never Love Again	http://www.youtube.com/watch?v=lOx30dknDos	Foreign		
	Lady Gaga	Million Reasons	http://www.youtube.com/watch?v=BliQLvRf2EI	Foreign		
	Lady Gaga	Always Remember Us This Way	https://youtu.be/RQC7JL4a6fc?t=685	Foreign	1	
	Lady Gaga, Bradley Cooper	Shallow (A Star Is Born)	http://www.youtube.com/watch?v=_nHT_k9Rswc	Foreign		
	Lana Del Rey	Young And Beautiful	http://www.youtube.com/watch?v=w54NfoUuhXo	Foreign		
	Kuzma & Shaka Zulu	U mojoj ulici	https://www.youtube.com/watch?v=q2X-o5NJqJM	EX-YU		
	Lani Hall	How Can I Tell You	https://youtube.com/watch?v=4FVw3Uy9pP8	Foreign		
	Kuzma & Shaka Zulu	Lito ide mala	https://www.youtube.com/watch?v=KbAk-Ioq8pA	EX-YU		
	Lauren Daigle	You Say	http://www.youtube.com/watch?v=EgU_KyzoMZg	Foreign		
	LeAnn Rimes	How Do I Live	http://www.youtube.com/watch?v=34xr8xYLYPo	Foreign		
	Lačni Franz	Zarjavele trobente	https://www.youtube.com/watch?v=xXavD6VXRwQ	SLO		
	Led Zeppelin	Stairway To Heaven	https://youtube.com/watch?v=1jS_JKkQ1Fs	Foreign		
	Led Zeppelin	Stairway To Heaven	https://youtube.com/watch?v=wMlBrTp3OeA	Foreign		
	Leiff Garrett	When I Think of You	https://youtube.com/watch?v=5ZadHLAqoyw	Foreign		
	Leiff Garrett	I Was Looking For Someone To Love	https://youtube.com/watch?v=B-6d6Kcg-fU	Foreign		
	Leiff Garrett	When I Think of You	https://youtube.com/watch?v=_J2akHSxguU	Foreign		
	Leona Lewis	Bleeding Love (Valentine's Day Karaoke)	http://www.youtube.com/watch?v=BsjLCISj4kU	Foreign		
	Les Miserables	I Dreamed A Dream	http://www.youtube.com/watch?v=ruviSIVo-TM	Foreign		
	Langa in Civili	Za svobodo divjega srca	https://www.youtube.com/watch?v=FJIkArVrEfU	SLO		
	Laufer	Moja voda	https://www.youtube.com/watch?v=IFn_BW40t88	EX-YU		
	Let Her Go	Passenger	http://www.youtube.com/watch?v=Ug_OM0WzVmA	Foreign		
	Lewis Capaldi	Someone You Loved	http://www.youtube.com/watch?v=0H3KpRuwBZ8	Foreign		
	Lewis Capaldi	Before You Go	http://www.youtube.com/watch?v=5_3hSGhcuo0	Foreign		
	Lil Nas X ft. Billy Ray Cyrus	Old Town Road (Remix)	http://www.youtube.com/watch?v=exPFJVbIz0c	Foreign		
	Lionel Richie	Stuck On You	http://www.youtube.com/watch?v=s8CszZUic4w	Foreign		
	Lionel Richie	Hello	https://youtu.be/ytRWEdjf9lk?t=4773	Foreign		
	Lionel Richie	Three Times a Lady	https://youtube.com/watch?v=1JyODhMa5eE	Foreign		
	Lionel Richie	Three Times A Lady	https://youtube.com/watch?v=PHhwfU-rmBg	Foreign		
	Lionel Richie & Diana Ross	Endless Love	http://www.youtube.com/watch?v=yYgFs1_BUV0	Foreign		
	Lipps	Funkytown	https://youtube.com/watch?v=VxUr-LbVsY0	Foreign		
	Little Mix ft. Jason Derulo	Secret Love Song	http://www.youtube.com/watch?v=FWJtQj_Okpc	Foreign		
	Little River Band	Cool Change	https://youtube.com/watch?v=ov0zm_amvC4	Foreign		
	Living Colour	Cult Of Personality	https://youtu.be/ytRWEdjf9lk?t=9951	Foreign		
	Loggins and Messina	Your Mama Don't Dance	https://youtube.com/watch?v=k1vBy8jYS6s	Foreign		
	Leb i sol	Skopje	https://www.youtube.com/watch?v=c-6qYXWE8gw	EX-YU		
	LP	Lost On You	http://www.youtube.com/watch?v=9Mpv9Wlij5g	Foreign		
	Luis Fonsi, Daddy Yankee ft. Justin Bieber	Despacito	http://www.youtube.com/watch?v=jRpDuEgqQQQ	Foreign		
	Lukas Graham	7 Years	http://www.youtube.com/watch?v=ALq8ihw4pwU	Foreign		
	Let 3	Vjeran pas	https://www.youtube.com/watch?v=2k2REOv_NaI	EX-YU		
	Madison Beer	Reckless	http://www.youtube.com/watch?v=xbUHj4bQ5Ew	Foreign		
	Madness	Our House	https://youtu.be/ytRWEdjf9lk?t=7144	Foreign		
	Madonna	Like A Virgin	https://youtu.be/ytRWEdjf9lk?t=4072	Foreign		
	Let 3	Izgubljeni	https://www.youtube.com/watch?v=58jjpGykiCc	EX-YU		
	LoM	Svemir	https://www.youtube.com/watch?v=xIHR2sSZ9po	EX-YU		
	Luky	Ti si more	https://www.youtube.com/watch?v=sgjIMpwrZlA	EX-YU		
	Magazin	Oko moje sanjivo	https://www.youtube.com/watch?v=aBdMPIS0Nj8	EX-YU		
	Magazin	Ti si želja mog života	https://www.youtube.com/watch?v=yQsPRA8SrvI	EX-YU		
	Magic!	Rude	http://www.youtube.com/watch?v=QQre5RbiyGM	Foreign		
	Magazin	Kako sam te voljela	https://www.youtube.com/watch?v=j6X5WY48YQw	EX-YU		
	Magazin	Ako poludim	https://www.youtube.com/watch?v=6XcUWEBFspg	EX-YU		
	Magazin	Gutljaj vina	https://www.youtube.com/watch?v=0q5MpLm-RlY	EX-YU		
	Majda Sepe	Ribič, ribič me je ujel	https://www.youtube.com/watch?v=QELMB51fXZo	SLO		
	Majke	Mene ne zanima	https://www.youtube.com/watch?v=g1t6fffyo28	EX-YU		
	Måneskin	Beggin'	http://www.youtube.com/watch?v=pLfq4A6YxYo	Foreign		
	Mariah Carey	O Holy Night	http://www.youtube.com/watch?v=9zYS2GVCWRM	Foreign		
	Majke	Mršavi pas	https://www.youtube.com/watch?v=W730x6O_JI4	EX-YU		
	Majke	Budi ponosan	https://www.youtube.com/watch?v=x0WfpGg6pV0	EX-YU		
	Malavizija Band Aid	Kad bi svi	https://www.youtube.com/watch?v=LUTuJxUwbC8	EX-YU		
